Dataset;Attack;Binarization;Resolution;AddressSize;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_Miss_Attack;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_Miss_Attack
Bot-IoT;RANDOM_L2;distributive;8;5;0,9651904106140136;0,7906420230865479;0,0027258850039957;0,99989096459984;0,9998909616275794;1,0;0,999945477841286;0,447189213113997;0,8;0,0;0,6;0,9999454808137898;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;FGSM;distributive;8;10;0,866917610168457;0,5015487670898438;0,0118121683506555;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;8;10;0,866917610168457;0,6136183738708496;0,0127207966853171;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9998546194664536;0,9998637045113806;0,9999909124780764;0,9999273044489676;-3,519358238262003e-05;1,0;9,08752192364664e-06;0,4999954562390382;0,999931851636402;9,08752192364664e-06
Bot-IoT;RANDOM_L2;distributive;8;10;0,866917610168457;0,6215262413024902;0,0118121683506555;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;FGSM;distributive;8;15;0,8521411418914795;0,4615309238433838;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;8;15;0,8521411418914795;0,5122110843658447;0,0236243367013111;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9997274114996002;0,9998636871711452;0,9998636871711452;0,9998636871711452;-0,0001363128288546;1,0;0,0001363128288546;0,4999318435855726;0,9999318342962452;0,0001363128288546
Bot-IoT;RANDOM_L2;distributive;8;15;0,8521411418914795;0,523125171661377;0,0236243367013111;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9997274114996002;0,9998636871711452;0,9998636871711452;0,9998636871711452;-0,0001363128288546;1,0;0,0001363128288546;0,4999318435855726;0,9999318342962452;0,0001363128288546
Bot-IoT;FGSM;distributive;8;20;0,8420724868774414;0,4394712448120117;0,0127207966853282;0,9999909137166534;0,9999909125606586;1,0;0,999995456259684;0,9660873934190848;0,0666666666666666;0,0;0,9666666666666668;0,9999954562803292;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;8;20;0,8420724868774414;0,4562320709228515;0,065421240095953;0,9999909137166534;0,9999909125606586;1,0;0,999995456259684;0,9660873934190848;0,0666666666666666;0,0;0,9666666666666668;0,9999954562803292;0,0;0,999336701315694;0,9998636338842524;0,9994729237284284;0,99966824063007;-0,0002680957736647;1,0;0,0005270762715715;0,4997364618642142;0,9999317810233938;0,0005270762715715
Bot-IoT;RANDOM_L2;distributive;8;20;0,8420724868774414;0,4688601493835449;0,0708730101039556;0,9999909137166534;0,9999909125606586;1,0;0,999995456259684;0,9660873934190848;0,0666666666666666;0,0;0,9666666666666668;0,9999954562803292;0,0;0,9992821836156138;0,9998727157014274;0,999409311074963;0,9996409596829536;0,0315077886152636;0,9333333333333332;0,000590688925037;0,5330379888708148;0,9999363175969616;0,000590688925037
Bot-IoT;FGSM;distributive;10;5;1,1586849689483645;0,8136367797851562;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;10;5;1,1586849689483645;0,9666244983673096;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_L2;distributive;10;5;1,1586849689483645;0,9824719429016112;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;FGSM;distributive;10;10;1,1000041961669922;0,6185152530670166;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;10;10;1,1000041961669922;0,7608771324157715;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
